384	2167
369	2179
359	2191
351	2202
343	2214
340	2226
338	2238
338	2250
338	2262
339	2274
343	2285
348	2297
356	2309
364	2321
370	2332
374	2344
376	2357
373	2368
368	2380
361	2392
355	2404
349	2416
343	2429
340	2441
338	2453
339	2465
339	2477
340	2489
341	2500
341	2512
339	2524
336	2536
333	2548
331	2560
332	2572
331	2583
329	2595
350	2607
396	2619
405	2631
386	2642
365	2655
349	2666
337	2678
328	2690
323	2702
319	2713
318	2725
317	2738
318	2749
319	2761
323	2772
328	2785
334	2796
341	2808
347	2820
352	2832
353	2844
351	2855
346	2868
339	2879
332	2891
326	2903
320	2915
317	2927
315	2938
315	2951
316	2962
318	2974
319	2985
319	2998
317	3010
315	3021
313	3036
311	3047
309	3059
308	3070
312	3083
352	3094
395	3106
390	3119
367	3130
345	3142
327	3153
315	3166
307	3177
301	3189
298	3202
297	3213
298	3225
299	3236
302	3249
306	3260
312	3272
319	3283
327	3296
333	3308
337	3319
338	3332
335	3343
330	3355
323	3366
317	3379
313	3391
309	3402
307	3415
305	3426
307	3438
309	3449
310	3462
311	3474
311	3485
309	3497
308	3509
306	3521
305	3532
304	3545
301	3556
315	3568
364	3580
394	3592
377	3604
352	3615
333	3628
316	3641
305	3653
297	3664
292	3677
289	3689
289	3700
290	3713
292	3724
295	3736
301	3747
308	3760
316	3772
324	3784
328	3795
329	3812
328	3824
323	3836
317	3848
311	3860
305	3871
302	3884
300	3896
300	3907
300	3919
302	3931
304	3943
305	3954
305	3966
304	3979
302	3990
301	4002
300	4014
299	4026
297	4038
315	4049
366	4062
391	4073
376	4085
352	4097
332	4109
316	4121
304	4132
296	4145
291	4156
288	4168
287	4180
286	4192
288	4204
291	4215
297	4228
304	4239
312	4250
318	4261
323	4274
326	4285
326	4297
322	4310
317	4321
311	4333
306	4344
302	4357
300	4368
299	4380
300	4392
300	4404
301	4416
303	4427
304	4440
304	4452
303	4463
301	4475
298	4487
297	4499
297	4511
295	4523
317	4535
365	4546
383	4558
364	4570
343	4582
324	4594
310	4605
300	4618
294	4629
287	4641
286	4654
286	4665
286	4677
288	4688
289	4701
295	4713
302	4724
309	4737
316	4748
321	4760
324	4771
324	4784
320	4796
312	4807
307	4819
305	4831
302	4843
301	4856
298	4869
296	4880
301	4892
306	4903
308	4916
308	4927
306	4939
301	4951
300	4963
300	4974
299	4986
298	4998
300	5010
331	5021
376	5033
377	5045
356	5057
334	5068
317	5081
305	5092
296	5104
290	5115
286	5128
284	5139
284	5151
284	5163
287	5175
290	5186
295	5198
302	5210
309	5222
315	5233
320	5245
322	5257
322	5269
318	5280
313	5293
308	5305
303	5316
300	5328
297	5340
297	5352
297	5363
297	5376
300	5387
301	5399
300	5410
300	5423
299	5434
296	5446
295	5457
293	5471
292	5483
294	5494
327	5507
372	5518
377	5530
358	5541
338	5554
321	5565
309	5577
298	5588
288	5601
287	5612
286	5624
287	5636
289	5648
288	5659
290	5671
296	5683
305	5695
311	5706
318	5719
321	5730
322	5742
320	5753
321	5766
316	5777
310	5789
306	5800
303	5813
300	5824
297	5836
298	5848
302	5860
301	5871
305	5883
304	5895
304	5907
301	5918
299	5931
296	5942
295	5954
293	5965
291	5978
312	5989
362	6001
383	6012
366	6025
342	6036
323	6048
307	6060
294	6074
287	6085
283	6097
280	6110
279	6121
278	6133
281	6150
287	6162
292	6174
299	6185
306	6198
313	6209
318	6221
319	6233
317	6245
314	6256
309	6268
304	6281
301	6292
298	6304
296	6316
295	6328
296	6340
299	6351
300	6364
302	6375
302	6387
301	6400
299	6411
297	6423
296	6434
292	6447
291	6459
309	6470
360	6482
382	6494
365	6506
342	6518
324	6530
310	6542
300	6553
293	6565
289	6577
286	6589
285	6601
286	6612
288	6625
290	6636
294	6648
299	6661
306	6672
313	6686
318	6697
321	6710
320	6721
317	6733
312	6746
307	6757
303	6769
299	6780
296	6793
295	6804
294	6816
296	6829
298	6840
300	6852
300	6863
298	6876
294	6888
293	6899
291	6912
291	6923
290	6935
306	6947
353	6959
373	6971
357	6982
337	6994
320	7007
307	7018
297	7030
291	7042
287	7054
287	7065
287	7077
287	7090
288	7101
291	7113
296	7124
301	7137
307	7148
313	7160
318	7173
320	7184
321	7196
319	7207
314	7220
309	7232
304	7243
300	7256
299	7267
298	7279
298	7289
299	7302
300	7313
300	7325
299	7336
299	7349
296	7361
294	7372
292	7385
291	7396
289	7408
309	7420
357	7432
371	7444
352	7455
331	7468
314	7480
301	7491
292	7503
286	7515
282	7527
281	7538
281	7550
283	7563
284	7574
286	7586
291	7598
296	7610
303	7621
310	7633
315	7646
317	7657
317	7669
315	7681
311	7693
306	7705
302	7716
298	7729
297	7740
297	7752
297	7764
299	7776
300	7788
299	7799
299	7812
297	7823
295	7835
293	7847
292	7859
291	7871
292	7882
324	7897
373	7908
369	7920
347	7932
326	7944
310	7956
299	7967
290	7980
284	7991
281	8003
279	8015
279	8027
281	8039
283	8050
287	8062
293	8075
299	8086
306	8098
311	8110
315	8122
318	8133
316	8145
313	8158
308	8169
303	8181
299	8193
297	8205
296	8217
296	8228
297	8241
299	8252
300	8264
300	8276
298	8288
296	8300
294	8311
292	8324
291	8335
289	8347
300	8359
346	8371
382	8383
371	8394
348	8407
327	8419
310	8430
298	8442
289	8455
283	8466
279	8478
279	8495
279	8507
281	8520
285	8532
291	8544
297	8556
304	8567
310	8580
315	8592
317	8603
317	8615
314	8627
311	8639
306	8650
302	8663
300	8675
298	8686
297	8698
297	8710
299	8722
300	8734
300	8745
299	8758
298	8769
295	8781
294	8794
292	8805
290	8817
295	8828
339	8841
383	8853
373	8864
348	8877
327	8888
310	8900
297	8911
288	8924
