290	8424
291	8426
291	8428
291	8430
291	8432
291	8434
291	8436
291	8438
291	8440
291	8442
291	8444
291	8446
291	8448
291	8450
291	8452
291	8454
291	8456
292	8458
292	8460
292	8462
293	8464
293	8466
293	8468
293	8470
293	8472
293	8474
293	8476
292	8478
292	8480
292	8482
292	8484
292	8486
292	8488
292	8491
293	8493
293	8495
294	8497
294	8499
294	8501
294	8503
294	8505
294	8507
294	8509
294	8511
294	8513
294	8515
295	8517
295	8519
295	8521
295	8523
295	8525
295	8527
295	8529
295	8531
295	8534
295	8536
295	8538
295	8540
295	8542
295	8544
295	8546
295	8548
294	8550
294	8552
294	8554
294	8556
294	8558
293	8560
294	8562
294	8564
295	8566
295	8568
296	8570
296	8572
296	8574
296	8576
297	8578
297	8580
297	8582
297	8584
298	8586
298	8588
298	8590
298	8592
298	8594
298	8596
298	8598
298	8600
298	8602
298	8604
298	8606
298	8608
298	8610
298	8612
298	8614
298	8616
298	8619
298	8621
298	8623
298	8625
299	8627
298	8629
299	8631
299	8633
299	8635
299	8637
299	8639
299	8641
299	8643
299	8645
299	8647
299	8649
299	8651
299	8653
299	8655
298	8657
298	8659
298	8662
298	8664
299	8666
299	8668
299	8670
299	8672
299	8674
299	8676
299	8678
299	8680
300	8682
300	8684
300	8686
300	8688
300	8690
300	8692
300	8694
301	8696
301	8698
301	8700
300	8702
301	8704
301	8706
301	8708
301	8710
301	8712
301	8714
301	8716
301	8718
300	8720
300	8722
301	8724
301	8726
301	8728
301	8730
301	8732
301	8734
301	8736
301	8738
301	8740
301	8742
301	8744
301	8747
301	8749
301	8751
301	8753
301	8755
301	8757
300	8759
300	8761
300	8763
300	8765
300	8767
300	8769
300	8771
300	8773
300	8775
301	8777
302	8779
302	8781
303	8783
303	8785
303	8787
304	8790
304	8792
304	8794
305	8796
306	8798
306	8800
307	8802
308	8804
308	8806
308	8808
309	8810
309	8812
309	8814
309	8816
309	8818
309	8820
309	8822
309	8824
309	8826
309	8828
308	8830
308	8832
308	8834
308	8836
308	8838
308	8840
307	8842
307	8844
306	8846
306	8848
305	8850
305	8852
304	8854
304	8856
303	8858
302	8860
302	8862
301	8864
301	8866
300	8868
299	8870
299	8872
299	8875
299	8877
298	8879
298	8881
299	8883
299	8885
299	8887
299	8889
299	8891
299	8893
299	8895
299	8897
299	8899
299	8901
300	8903
300	8905
300	8907
301	8909
302	8911
304	8913
307	8915
311	8918
317	8920
324	8922
332	8924
341	8926
349	8928
356	8930
364	8932
369	8934
373	8936
375	8938
374	8940
372	8942
369	8944
364	8946
359	8948
353	8950
346	8952
339	8954
332	8956
326	8958
323	8960
317	8962
312	8964
308	8966
304	8968
301	8970
299	8972
298	8974
296	8976
295	8978
295	8980
294	8982
293	8984
293	8986
292	8988
292	8990
292	8992
291	8994
291	8996
291	8998
291	9000
290	9003
290	9005
290	9007
290	9009
290	9011
290	9013
290	9015
290	9017
290	9019
290	9021
290	9023
290	9025
290	9027
290	9029
290	9031
290	9033
290	9035
290	9037
290	9039
290	9041
290	9043
290	9046
290	9048
290	9050
290	9052
290	9054
290	9056
291	9058
291	9060
292	9062
292	9064
292	9066
293	9068
293	9070
294	9072
294	9074
294	9076
295	9078
295	9080
296	9082
296	9084
296	9086
297	9088
297	9090
297	9092
297	9094
298	9096
298	9098
299	9100
299	9102
299	9104
300	9106
300	9108
300	9110
301	9112
301	9114
302	9116
302	9118
303	9120
303	9122
304	9124
304	9126
305	9128
305	9131
306	9133
306	9135
307	9137
307	9139
308	9141
308	9143
309	9145
310	9147
310	9149
311	9151
312	9153
312	9155
313	9157
314	9159
314	9161
315	9163
315	9165
316	9167
316	9169
317	9171
317	9174
318	9176
318	9178
318	9180
318	9182
318	9184
319	9186
319	9188
319	9190
319	9192
319	9194
319	9196
319	9198
318	9200
318	9202
317	9204
317	9206
316	9208
315	9210
315	9212
314	9214
314	9216
313	9218
312	9220
311	9222
